"subject" "activity_label" "activity" "TimeBodyAccelerometerMean...X" "TimeBodyAccelerometerMean...Y" "TimeBodyAccelerometerMean...Z" "TimeBodyAccelerometerSTD...X" "TimeBodyAccelerometerSTD...Y" "TimeBodyAccelerometerSTD...Z" "TimeGravityAccelerometerMean...X" "TimeGravityAccelerometerMean...Y" "TimeGravityAccelerometerMean...Z" "TimeGravityAccelerometerSTD...X" "TimeGravityAccelerometerSTD...Y" "TimeGravityAccelerometerSTD...Z" "TimeBodyAccelerometerJerkMean...X" "TimeBodyAccelerometerJerkMean...Y" "TimeBodyAccelerometerJerkMean...Z" "TimeBodyAccelerometerJerkSTD...X" "TimeBodyAccelerometerJerkSTD...Y" "TimeBodyAccelerometerJerkSTD...Z" "TimeBodyGyroscopeMean...X" "TimeBodyGyroscopeMean...Y" "TimeBodyGyroscopeMean...Z" "TimeBodyGyroscopeSTD...X" "TimeBodyGyroscopeSTD...Y" "TimeBodyGyroscopeSTD...Z" "TimeBodyGyroscopeJerkMean...X" "TimeBodyGyroscopeJerkMean...Y" "TimeBodyGyroscopeJerkMean...Z" "TimeBodyGyroscopeJerkSTD...X" "TimeBodyGyroscopeJerkSTD...Y" "TimeBodyGyroscopeJerkSTD...Z" "TimeBodyAccelerometerMagnitudeMean.." "TimeBodyAccelerometerMagnitudeSTD.." "TimeGravityAccelerometerMagnitudeMean.." "TimeGravityAccelerometerMagnitudeSTD.." "TimeBodyAccelerometerJerkMagnitudeMean.." "TimeBodyAccelerometerJerkMagnitudeSTD.." "TimeBodyGyroscopeMagnitudeMean.." "TimeBodyGyroscopeMagnitudeSTD.." "TimeBodyGyroscopeJerkMagnitudeMean.." "TimeBodyGyroscopeJerkMagnitudeSTD.." "FrequencyBodyAccelerometerMean...X" "FrequencyBodyAccelerometerMean...Y" "FrequencyBodyAccelerometerMean...Z" "FrequencyBodyAccelerometerSTD...X" "FrequencyBodyAccelerometerSTD...Y" "FrequencyBodyAccelerometerSTD...Z" "FrequencyBodyAccelerometerMeanFreq...X" "FrequencyBodyAccelerometerMeanFreq...Y" "FrequencyBodyAccelerometerMeanFreq...Z" "FrequencyBodyAccelerometerJerkMean...X" "FrequencyBodyAccelerometerJerkMean...Y" "FrequencyBodyAccelerometerJerkMean...Z" "FrequencyBodyAccelerometerJerkSTD...X" "FrequencyBodyAccelerometerJerkSTD...Y" "FrequencyBodyAccelerometerJerkSTD...Z" "FrequencyBodyAccelerometerJerkMeanFreq...X" "FrequencyBodyAccelerometerJerkMeanFreq...Y" "FrequencyBodyAccelerometerJerkMeanFreq...Z" "FrequencyBodyGyroscopeMean...X" "FrequencyBodyGyroscopeMean...Y" "FrequencyBodyGyroscopeMean...Z" "FrequencyBodyGyroscopeSTD...X" "FrequencyBodyGyroscopeSTD...Y" "FrequencyBodyGyroscopeSTD...Z" "FrequencyBodyGyroscopeMeanFreq...X" "FrequencyBodyGyroscopeMeanFreq...Y" "FrequencyBodyGyroscopeMeanFreq...Z" "FrequencyBodyAccelerometerMagnitudeMean.." "FrequencyBodyAccelerometerMagnitudeSTD.." "FrequencyBodyAccelerometerMagnitudeMeanFreq.." "FrequencyBodyAccelerometerJerkMagnitudeMean.." "FrequencyBodyAccelerometerJerkMagnitudeSTD.." "FrequencyBodyAccelerometerJerkMagnitudeMeanFreq.." "FrequencyBodyGyroscopeMagnitudeMean.." "FrequencyBodyGyroscopeMagnitudeSTD.." "FrequencyBodyGyroscopeMagnitudeMeanFreq.." "FrequencyBodyGyroscopeJerkMagnitudeMean.." "FrequencyBodyGyroscopeJerkMagnitudeSTD.." "FrequencyBodyGyroscopeJerkMagnitudeMeanFreq.."
9 "WALKING_UPSTAIRS" 2 2.69429873715278 1539.74652777778 1504.58333333333 1421.21180555556 985.045138888889 1270.15277777778 1531.86111111111 1435.11111111111 1430.13194444444 1441.93055555556 1480.90277777778 1533.42361111111 -5.89706986701389 1813.69444444444 1133.30208333333 1619.30902777778 1457.40277777778 1412.90625 1488.17708333333 1363.23263888889 1437.13541666667 1534.85069444444 1407.44791666667 1492.86805555556 3.09338088993056 1355.78472222222 1484.65972222222 1352.51041666667 1498.09375 1522.22916666667 1472.71180555556 1491.96180555556 1372.76388888889 1467.38888888889 1521.0625 1478.88194444444 0.0505385238479167 -0.889852530555556 1482.15277777778 1477.02083333333 1471.13541666667 1484.20486111111 1508.07291666667 1509.41666666667 1233.93402777778 0.786176892048611 1323.80902777778 1471.875 1544.30208333333 1330.61805555556 1453.53819444444 1370.70138888889 1363.23958333333 1379.57986111111 1383.80555555556 1081.60763888889 1368.36111111111 1464.84027777778 1412.65972222222 1403.24652777778 1507.47222222222 1456.70486111111 1406.73611111111 1407.09027777778 1208.43055555556 1158.55902777778 1173.64583333333 1250.18055555556 1409.43055555556 -9.59484592152778 1336.17013888889 1304.31944444444 1470.49305555556 -9.61430287916667 1229.95138888889 1424.26388888889 1256.21527777778 0.804128647661944 1463.53125
10 "WALKING_UPSTAIRS" 2 2.792260805 1130.8 975.533333333333 1611.8 1695.93333333333 2073.46666666667 1599.31666666667 1654.9 1516 1679.95 1400.16666666667 1096.46666666667 -4.51837584833333 1332.51666666667 1406.08333333333 1375.63333333333 1410.45 1897.25 1587.95 1479.93333333333 1416.98333333333 1372.96666666667 1510.11666666667 1545.48333333333 -0.421982865 2237.43333333333 1214.1 1750.66666666667 1146.01666666667 1651.63333333333 1436.41666666667 1264.95 1845.66666666667 1776.26666666667 980.266666666667 1613.15 0.234530619533333 -2.92893253833333 1371.76666666667 1541.96666666667 1511.33333333333 1432.26666666667 1475.23333333333 1463.4 2130.38333333333 0.979257408333333 2007.68333333333 1533.73333333333 1618.95 1329.21666666667 1867.63333333333 1880.18333333333 2104.51666666667 2229.23333333333 2196.91666666667 2184.13333333333 1864.28333333333 1575.33333333333 1455.48333333333 1583.08333333333 1338 1893.06666666667 2155.95 2158.2 2263.71666666667 2258.91666666667 2045.11666666667 1298.28333333333 1282.73333333333 -9.989388805 2298.9 2315.15 2183.18333333333 -9.96636080833333 2225.25 1413.16666666667 2086.9 0.990077867 1341.53333333333
11 "WALKING_UPSTAIRS" 2 2.81446452658228 6402.83544303797 6384.26582278481 6784.58860759494 6388.85126582278 7015.26265822785 6389.95886075949 6607.99367088608 6497.67721518987 6829.85126582278 6328.8417721519 7115.00632911392 -4.51313266075949 6523.39556962025 6191.75949367089 5911.46518987342 6441.86392405063 6626.19303797468 6735.23417721519 6576.8417721519 6715.74683544304 6513.09493670886 6478.75316455696 6487.93987341772 1.12151057816456 6660.62341772152 6166.51898734177 6231.37658227848 6616.18670886076 6338.1329113924 6563.7246835443 6395.29746835443 7132.49050632911 6604.79430379747 6420.96202531646 6201.07911392405 0.0563256165338608 -0.656951167088608 6659.67721518987 6657.95569620253 6828.25632911392 6685.15189873418 6788.25632911392 6682 6981.66455696203 0.866905012626582 6287.16455696203 6772.8829113924 6831.46835443038 4453.33544303797 6000.38607594937 6472.06012658228 6379.43987341772 6408.6170886076 6322.35759493671 6956.13607594937 6348.49050632911 6610.33544303797 5568.82594936709 5299.19620253165 5915.68670886076 6279.6835443038 6313.71835443038 6240.84810126582 6622.90506329114 6712.51898734177 6161.03797468354 3967.21202531646 4610.98101265823 -9.81630221234177 6629.99367088608 6646.83544303797 6530.17721518987 -9.83944098291139 6625.8670886076 6653.49367088608 6761.65189873418 0.847220591867089 6778.95253164557
14 "WALKING_UPSTAIRS" 2 2.74638681518987 5947.86075949367 6394.3417721519 6906.49367088608 6069.05063291139 6266.96202531646 6628.51898734177 6352.56962025316 6793.05063291139 6883.13924050633 6530.93670886076 6228.21518987342 -5.62101180886076 6727.46835443038 7096.83544303797 7397.70886075949 7156.20253164557 7872.86075949367 6525.56962025316 6753.84810126582 6970.40506329114 6575.48101265823 6069.46835443038 6929.22784810127 1.05623487721519 7540.01265822785 5870.88607594937 7628.18987341772 5853.12658227848 7956.18987341772 6752.26582278481 7134.75949367089 6841.53164556962 6202.35443037975 6663.83544303797 6885.20253164557 0.130367393629114 -1.01375614303797 6403.94936708861 6269.41772151899 6309.70886075949 6530.87341772152 6939.72151898734 6629.49367088608 8077.26582278481 0.980252790253165 7226.40506329114 6750.10126582278 6646.10126582278 4042.11392405063 5818.50632911392 6450.17721518987 8186.91139240506 8234.91139240506 7989.94936708861 7305.3164556962 7126.46835443038 6425.16455696203 4841.24050632911 5329.10126582278 5501.82278481013 7145.3670886076 7696.30379746835 8140.86075949367 8044.35443037975 7627.39240506329 7681.91139240506 3060.96202531646 4282.3670886076 -9.98784345316456 7236.79746835443 7225.87341772152 7855.07594936709 -9.98787222658228 8052.16455696203 6593.12658227848 7495.81012658228 0.991477766329114 6481.3417721519
10 "WALKING_DOWNSTAIRS" 3 2.82578695213675 1552.34188034188 1474.73076923077 1430.10256410256 1649.11538461538 1652.28205128205 1402.78205128205 1394.7735042735 1435.33760683761 1432.73931623932 1720.85042735043 1470.87179487179 -3.85479853461538 1362.26495726496 1326.70085470085 1284.63675213675 1425.62820512821 1423.7735042735 1470.3547008547 1513.7264957265 1432.53418803419 1426.22222222222 1407.91452991453 1486.97008547009 2.17418559615385 1461.86752136752 1411.99145299145 1114.73076923077 1545.45726495726 1267.52564102564 1444.12820512821 1421.11538461538 1515.4358974359 1416.68376068376 1413.47008547009 1572.33333333333 0.127217035065812 -0.941296885470085 1493.92735042735 1573.2735042735 1401.6452991453 1526.61965811966 1454.74358974359 1555.59829059829 1295.50854700855 0.714863988119658 1250.90598290598 1458.78632478632 1494.86324786325 1324.02136752137 1353.41452991453 1503.24358974359 1296.33760683761 1311.08547008547 1302.50854700855 1384.32905982906 1828.91452991453 1468.87179487179 1420.94017094017 1437.18803418803 1356.66239316239 1461.47863247863 1303.09401709402 1291.12820512821 1153.18376068376 1116.29914529915 1373.39743589744 1219.75213675214 1374.95726495726 -9.27779318803419 1219.7735042735 1079.44017094017 1210.39743589744 -9.37774275641026 1159.44871794872 1502.5641025641 1356.2094017094 0.743595324918803 1398.12393162393
12 "WALKING_DOWNSTAIRS" 3 2.72145794677419 1440.38709677419 1565.61827956989 1432.72580645161 1227.06989247312 1270.58064516129 1472.89784946237 1574.82795698925 1455.76344086022 1431.65053763441 1430.94086021505 1428.9247311828 -4.95158277473118 1434.81182795699 1594.25268817204 1562.98387096774 1575.86021505376 1488.52688172043 1427.68279569892 1413.48387096774 1534.65053763441 1457.79569892473 1427.76344086022 1490.47849462366 2.47532915752688 1537.19892473118 1639.63440860215 1367.2688172043 1425.94623655914 1453.27956989247 1464.15053763441 1443.5752688172 1331.65591397849 1483.65053763441 1520.75268817204 1338.12903225806 0.0675288652847849 -0.3031098 1409.67741935484 1485.17204301075 1454.72580645161 1416.23655913978 1441.58064516129 1510.12903225806 1352.78494623656 0.817815795430108 1447.51075268817 1496.33870967742 1510.83870967742 1335.20430107527 1393.08064516129 1474.51075268817 1464.13440860215 1492.83333333333 1467.79569892473 1320.70430107527 1364.2688172043 1485.38172043011 1507.50537634409 1394.64516129032 1423.7688172043 1357.12903225806 1462.63978494624 1439.27956989247 1401.02688172043 1319.65053763441 1259.73655913978 1227.33333333333 1208.66666666667 -9.73141405591398 1438.44086021505 1400.74731182796 1426.84408602151 -9.76075371290323 1388.20430107527 1504.61290322581 1350.12903225806 0.848423467903226 1494.51075268817
14 "WALKING_DOWNSTAIRS" 3 2.7656213942623 7288.70901639344 7233.04918032787 6322.95491803279 7017.97131147541 7838.02459016393 6595.71721311475 6679.81967213115 6566.38524590164 6416.91393442623 7152.68442622951 6882.40983606557 -6.21330821311475 7562.90983606557 6937.05327868852 7253.52459016393 6501.34426229508 5969.78278688525 6611.02868852459 6526.4631147541 6496.41393442623 6850.09426229508 6724.39754098361 6705.98770491803 3.20940068032787 6125.99180327869 6363.48360655738 6320.29508196721 6990.16393442623 6729.59426229508 6890.35245901639 6793.17213114754 6202.26639344262 6549.90573770492 6820.29508196721 6982.24180327869 0.052760803025 -0.336035958606557 6725.43442622951 6639.01229508197 6599.85245901639 6804.15163934426 6585.36885245902 6516.15983606557 5598.33196721311 0.654390866127049 6247.51639344262 7054.18442622951 6491.62295081967 4972.42213114754 5970.30327868852 6143.34836065574 5866.98360655738 5738.48770491803 5720.66803278689 5133.56147540984 5749.04098360656 6486.61065573771 5613.70081967213 5454.30737704918 6130.71721311475 6144.80737704918 5751.15163934426 5531.06557377049 5744.82786885246 6177.30737704918 7618.09426229508 4319.63114754098 5300.93442622951 -9.00244647418033 5439.79508196721 5056.89754098361 5433.43442622951 -8.87529181393443 6292.36885245902 6699.31557377049 5735.02459016393 0.689959571354098 6530.85655737705
15 "WALKING_DOWNSTAIRS" 3 2.8068892277439 6776.73170731707 6597.65243902439 6864.40243902439 7504.17073170732 6755.34146341463 6634.05487804878 6583.88414634146 6644.02134146341 6522.24695121951 6088.1737804878 6076.64634146341 -5.3330244695122 7106.96646341463 6451.88719512195 6588.62804878049 6588.72256097561 6533.68597560976 6377.56097560976 6735.37195121951 6808.50304878049 6385.85975609756 6608.37804878049 6526.38109756098 1.76161445914634 6566.03353658537 6763.43597560976 6385.41768292683 6658.09451219512 6811.22256097561 6644.84146341463 6802.35365853659 7129.3262195122 6505.21951219512 6494.52743902439 6832.01219512195 0.0955136437639329 -0.486081953353659 6717.06097560976 6673.18902439024 6658.29573170732 6608.43597560976 6405.70731707317 6482.91463414634 6856.69817073171 0.837120078079268 6362.34146341463 6593.95731707317 6629.82926829268 4578.25 5985.83841463415 6568.875 6438.60975609756 6480.46341463415 6541.57926829268 7032.21341463415 6784.97865853659 6554.12195121951 5418.45426829268 5471.96036585366 5720.8506097561 6539.27134146341 6510.02134146341 6502.66463414634 6348.19512195122 6666.34756097561 6276.91768292683 4120.34146341463 4795.46036585366 -9.73519294420732 6504.94817073171 6429.10365853659 6315.76829268293 -9.78562160823171 6619.09146341463 6728.25304878049 6667.14024390244 0.787161708689634 6815.79573170732
16 "WALKING_DOWNSTAIRS" 3 2.86148673579235 6368.22131147541 6578.37158469945 6913.89344262295 5716.94535519126 6035.82786885246 6642.27049180328 6795.53005464481 6420.66120218579 6528.25683060109 6431.74043715847 6763.24590163934 -5.29583562677596 6951.44262295082 6177.03551912568 7192.87704918033 6524.78961748634 6806.19945355191 6353.95355191257 6647.7131147541 6794.14754098361 6728.69672131148 6551.45901639344 6558.18852459016 1.44708723934426 7108.27595628415 6385.01639344262 7342.72404371585 6355.58743169399 6411.46174863388 6746.7131147541 6544.06010928962 6779.91530054645 6699.35792349727 6629.09289617486 6587.39890710382 0.0328770457687978 -0.649447449726776 6624.89344262295 6577.98633879781 6750.48087431694 6503.12295081967 6594.30601092896 6588.0956284153 7162.45081967213 0.87480016568306 6659.96174863388 6744.50546448087 6673.51366120219 4498.01912568306 6228.12021857924 6771.06830601093 6899.60109289618 6928.02459016393 6827.46448087432 6089.2650273224 6527.3825136612 6564.56284153005 5222.38524590164 5318 5856.33333333333 6908.36885245902 6993.54371584699 6883.79781420765 7011.41530054645 6718.40710382514 6875.84972677596 3863.25683060109 4723.71857923497 -9.79882255300546 6361.0956284153 6558.34972677596 7092.43442622951 -9.85212963142076 7066.31967213115 6703.10382513661 7021.08469945355 0.861775944836066 6789.84699453552
17 "WALKING_DOWNSTAIRS" 3 2.77950050208333 5740.02083333333 5988.08333333333 7362.60416666667 6776.95833333333 7285.1875 6588.89583333333 6729.08333333333 6495.9375 7395.22916666667 6972.60416666667 7982.85416666667 -4.41572332083333 5864.39583333333 8058.75 8736.5625 7676.25 7816.125 6690.66666666667 6348.52083333333 6830.875 6654.1875 6308.08333333333 6152.02083333333 -0.559643535416667 8095.85416666667 6425.91666666667 8160.125 5020.0625 7298.0625 6548.35416666667 6665.29166666667 7235.83333333333 6488.14583333333 6401.89583333333 7132.5625 0.141831389541667 -2.18960712083333 6798.45833333333 6741.3125 6282.85416666667 6476.72916666667 7275.25 7042.79166666667 9165.0625 0.99273415625 7512.85416666667 6954.58333333333 6408.375 4108.64583333333 6116.3125 6960.04166666667 8604.3125 8662.29166666667 8307.27083333333 8213.29166666667 8299 6600.83333333333 4342.89583333333 5293 5718.66666666667 7904.64583333333 8561.85416666667 8409.02083333333 8527.02083333333 8608.02083333333 8375.79166666667 3065.375 3842.75 -9.9971327375 6946.10416666667 7802.1875 8321.6875 -9.99793094791667 8466.22916666667 7236.16666666667 8717.08333333333 0.997834062708333 6316.625
12 "SITTING" 4 2.75639357761194 1526.24626865672 1614.01492537313 1573.29850746269 1823.76119402985 1713.53731343284 1484.18656716418 1369.90298507463 1405.94776119403 1393.63432835821 1728.55970149254 1328.07462686567 -4.60785004253731 1527.02985074627 1422.68656716418 1379.08955223881 1564.32089552239 1555.18656716418 1408.58208955224 1454.63432835821 1511.02985074627 1571.80597014925 1487.30597014925 1449.5447761194 2.40425654776119 1133.27611940299 1520.10447761194 1189.11194029851 1844.61194029851 1392.33582089552 1474.20149253731 1525 1645.00746268657 1460.61940298507 1675.55223880597 1502.20895522388 -0.00848800048208955 0.341282302985075 1439.79104477612 1435.4552238806 1437.33582089552 1544.73880597015 1468.22388059701 1481.38059701493 1265.35820895522 0.747392923656716 1256.19402985075 1457.4776119403 1348.71641791045 1314.67910447761 1369.64179104478 1467.4776119403 1238.13432835821 1284.32835820896 1323.35074626866 1606.11940298507 1661.59701492537 1518.16417910448 1351.50746268657 1316.53731343284 1366.29850746269 1374.4328358209 1339.57462686567 1273.4776119403 1354.26865671642 1292.9328358209 1206.0447761194 1303.31343283582 1391.4328358209 -9.63165252313433 1254.28358208955 1229.98507462687 1188.78358208955 -9.78348629925373 1470.57462686567 1463.19402985075 1379.46268656716 0.774601470298507 1524.9328358209
13 "SITTING" 4 2.77478878685015 1446.06116207951 1468.71865443425 1440.48623853211 1644.49235474006 1519.63608562691 1462.51681957187 1520.55657492355 1473.92354740061 1470.57186544343 1366.91131498471 1579.40672782875 -4.70576349877676 1486.53516819572 1674.05810397554 1590.51376146789 1517.75229357798 1449.4128440367 1517.88685015291 1509.93577981651 1495.8379204893 1430.80122324159 1464.38226299694 1448.74923547401 2.04455861314985 1559.25382262997 1427.28134556575 1517.20795107034 1293.80733944954 1356.65137614679 1493.22935779817 1459.8501529052 1261.66972477064 1423.79204892966 1525.89908256881 1424.03975535168 0.0619580223607645 -0.549555818654434 1501.16513761468 1439.6880733945 1481.48623853211 1488.73088685015 1512.04587155963 1521.62996941896 1563.50458715596 0.7168740255 1497.5749235474 1474.54128440367 1436.65137614679 1377.48318042813 1440.53822629969 1477.81345565749 1583.53516819572 1567.5626911315 1508.87767584098 1624.67584097859 1599.125382263 1406.95412844037 1405.29663608563 1425.99388379205 1424.46177370031 1535.25076452599 1586.95412844037 1544.96636085627 1574.05504587156 1595.81957186544 1505.61467889908 1300.72782874618 1351.69113149847 -9.24899748929664 1331.31498470948 1345.07339449541 1425.67278287462 -9.63954091406728 1462.68501529052 1438.60550458716 1562.97859327217 0.839445395718654 1498.50764525994
17 "SITTING" 4 2.7637027125 6636.14375 7092.853125 7107.55 6942.490625 7321.190625 6645.296875 6673.39375 6634.5875 6703.9375 7142.571875 6131.875 -5.2252513853125 6703.3125 7106.9125 7208.234375 6742.059375 6644.44375 6549.921875 6614.590625 6549.85 6427.6 6540.790625 6463.409375 1.5943530725 6648.446875 6158.165625 7177.509375 6422.00625 6288.3125 6748.59375 6663.146875 6425.19375 6672.29375 6812.7875 6904.775 0.039716087193 -1.1716979940625 6597.0875 6611.521875 6558.115625 6405.53125 6659.975 6737.90625 7183 0.80013424171875 6428.603125 6579.146875 6681.19375 4796.578125 5998.6375 6666.453125 6611.875 6744.653125 6473.659375 6875.63125 6115.171875 6636.353125 5193.975 5402.815625 5696.915625 6950.01875 6768.471875 6648.765625 6702.21875 6551.3125 6481.075 3981.59375 4555.784375 -9.7213922759375 5938.2375 6467.784375 6815.565625 -9.8283853275 6756.94375 6691.621875 6813.246875 0.8197221146875 6613.125
18 "SITTING" 4 2.7795824 1296.5 1290.5 1732.33333333333 1341.23333333333 1586.83333333333 1690.3 1346 1407.7 1676.43333333333 1562 1578.46666666667 -5.97302458333333 1652.9 1651.6 1544.63333333333 1809.76666666667 1910.16666666667 1524.53333333333 1378.63333333333 1715.4 1804.16666666667 1590.56666666667 1585.2 0.805579756666667 1891.93333333333 1542.6 1318.56666666667 1568.03333333333 2178.23333333333 1486.6 1365.56666666667 1669.03333333333 1450.53333333333 1503.3 1678.53333333333 0.0960179093533333 -0.776709816666667 1452.2 1228.16666666667 1471.9 1544.46666666667 1607.26666666667 1202.96666666667 2014.73333333333 0.986354497333333 1681.8 1503.83333333333 1431.2 1457.66666666667 1452.3 1318.86666666667 1978.76666666667 2058.46666666667 1992.43333333333 2154.8 2088.6 1599.8 1475.9 1495.36666666667 1582.63333333333 1515.53333333333 1948.23333333333 1983.6 1825.93333333333 2190.3 1888.46666666667 1364.93333333333 1417.93333333333 -9.99910853 2496.4 2447.13333333333 2272.86666666667 -9.99705171333333 2043.9 1275.43333333333 1709.4 0.998576971666667 1504.16666666667
19 "SITTING" 4 2.78443558555556 6701.625 6583.46666666667 6568.73888888889 7464.77222222222 6565.89444444444 6491.24722222222 6708.41388888889 6485.46388888889 6612.98333333333 7098.30277777778 6645.73611111111 -4.24653665222222 6218.975 6614.49444444444 6770.96944444444 6948.32777777778 6812.98888888889 6684.6 6663.08888888889 6388.40555555556 6717.54444444444 6477.03055555556 6570.45833333333 1.85896618055556 6842.99166666667 6572.64166666667 6610.17777777778 6541.24722222222 6986.78333333333 6560.36388888889 6634.91111111111 7039.41111111111 6465.46388888889 6468.30555555556 7308.94722222222 0.0840918771515278 -1.28222742111111 6557.15555555556 6567.31944444444 6582.88888888889 6692.425 6520.49166666667 6751.1 6712.8 0.764510000115278 7211.48611111111 6611.525 6666.95 4458.03611111111 6201.14444444444 6512.03333333333 6679.34444444444 6775.45833333333 6746.70277777778 7296.57777777778 7506.73611111111 6541.325 5143.55277777778 5144.29722222222 5581.85833333333 6279.375 6822.39166666667 6796.425 8046.36111111111 7264.60555555556 7515.56944444444 4020.43333333333 4981.83055555556 -8.94575531416667 6024.85555555556 5978.27777777778 6368.33888888889 -9.56855528583333 6289.55277777778 6622.075 6605.15277777778 0.810499350066389 6503.225
21 "SITTING" 4 2.82503832647059 6270.75490196078 6495.34803921569 6470.04166666667 7144.14705882353 6470.42156862745 6703.92647058824 6570.1568627451 6562.01960784314 6450.79656862745 6919.54411764706 6501.94852941176 -4.87557415710784 6465.22058823529 7465.28676470588 7208.24509803922 6489.14215686274 6884.28431372549 6694.07843137255 6574.66176470588 6606.15196078431 6686.20343137255 6731.13480392157 6490.98529411765 2.23086424583333 6779.23529411765 6782.54166666667 6989.82598039216 6159.36029411765 6737.04901960784 6628.97303921569 6535.71568627451 6623.1568627451 6691.86519607843 6662.54656862745 6439.0612745098 0.0629835212283333 -0.43649377745098 6648.5931372549 6527.96323529412 6819.66176470588 6465.65931372549 6549.37990196078 6642.22303921569 6688.80882352941 0.82408989995098 6878.82598039216 6461.04411764706 6419.63725490196 4427.01960784314 6066.80392156863 6478.52205882353 6829.17892156863 6890.16666666667 6868.70833333333 6899.32843137255 6940.92892156863 6748.45833333333 5137.05637254902 5237.08823529412 5843.27696078431 6435.52941176471 6770.1862745098 6751.4387254902 6733.58823529412 6140.06862745098 6626.22058823529 3667.47794117647 4783.20833333333 -9.63649636764706 6026.99509803922 6165.375 6372.9068627451 -9.66139254338235 6741.40196078431 6645.49264705882 6866.35294117647 0.844773148483088 6586.39705882353
22 "SITTING" 4 2.82089580808081 6515.5303030303 6520.97474747475 7113.54545454545 7288.67676767677 6076.84343434343 6602.13636363636 6451.45454545455 6506.20707070707 6376.5 6340.07575757576 6394.38888888889 -5.37987110606061 6841.31313131313 6591.55555555556 6604.28282828283 7161.74747474747 7069.67171717172 6631.86363636364 6711.69191919192 6545.24242424242 6607.42424242424 6476.33838383838 6670.05555555556 0.58072995050505 7125.68181818182 6803.80808080808 6680.04545454545 6701.11616161616 7343.69696969697 6580.09595959596 6644.4797979798 7398.55555555556 6738.66666666667 6406.92929292929 6949.71717171717 0.158282986820202 -1.45672625252525 6742.50505050505 6752.05555555556 6661.08585858586 6803.89898989899 6592.39393939394 6516.76262626263 7088.47474747475 0.862669919242424 7505.92424242424 6563.23232323232 6399.82828282828 4451.45454545455 6032.58585858586 6633.74747474747 6777.60606060606 6995.14646464646 6951.92424242424 7249.42424242424 7668.29797979798 6799.81313131313 5430.88383838384 5245.31313131313 5757.24242424242 6679.29292929293 6739.5202020202 6928.67676767677 6604.77777777778 7343.49494949495 6497.05050505051 3833.23232323232 4801.9898989899 -9.83990273939394 6608.45454545455 6659.4898989899 6521.97474747475 -9.74531958333333 6617.07070707071 6360.32323232323 6522.56565656566 0.856356732171717 6624.25757575758
18 "STANDING" 5 2.76177377784431 1402.66167664671 1356.14670658683 1428.82934131737 1135.59880239521 1305.53892215569 1421.52694610778 1446.93413173653 1448.40119760479 1414.80239520958 1165.11377245509 1371.01796407186 -4.81182981586826 1393.49401197605 1470.88622754491 1570.60179640719 1488.61976047904 1478.89820359281 1431.57185628743 1474.2005988024 1521.34131736527 1494.74850299401 1439.94910179641 1473.56886227545 1.84881586706587 1580.57185628743 1481.51796407186 1675.91616766467 1345.19161676647 1422.2754491018 1472.41017964072 1506.62275449102 1481.29041916168 1346.59880239521 1423.65868263473 1417.54191616766 0.0897483416676647 -0.931181101197605 1535.13473053892 1539.02994011976 1500.92215568862 1477.91317365269 1446.17065868263 1390.32335329341 1704.66167664671 0.879781879790419 1395.91916167665 1487.11976047904 1477.60179640719 1357.76646706587 1544.32634730539 1575.98502994012 1571.38622754491 1526.9371257485 1575.02694610778 1494.11077844311 1263.60778443114 1420.62874251497 1361.53592814371 1360.53293413174 1391.70359281437 1566.41616766467 1590.43113772455 1530.26946107784 1730.68562874252 1615.70658682635 1583.38023952096 1313.96407185629 1408.37425149701 -9.85329611437126 1736.59880239521 1768.84431137725 1762.46107784431 -9.87225026586826 1724.69461077844 1434.72754491018 1670.84431137725 0.888910267335329 1541.14071856287
20 "STANDING" 5 2.66428676818182 1524.78787878788 1447.95454545455 1490.97474747475 1768.83333333333 1371.9797979798 1483.65656565657 1591.44949494949 1547.31818181818 1478.65656565657 1754.23737373737 1391.37373737374 -5.15374101666667 1581.63636363636 1660.9898989899 1455.82323232323 1631.74747474747 1565.5 1476.42929292929 1550.13636363636 1379.05050505051 1461.22727272727 1546.28282828283 1493.88383838384 2.37986270959596 1520.42929292929 1492.69696969697 1540.04545454545 1496.41919191919 1493.07070707071 1504.4797979798 1476.86868686869 1653.44949494949 1461.67171717172 1433.26767676768 1614.04545454545 0.0768464684153535 -0.871642218181818 1574.25252525253 1485.5404040404 1491.77272727273 1403.60606060606 1511.82828282828 1433.68686868687 1509.74747474747 0.708854251612121 1656.85858585859 1548.23232323232 1386.4898989899 1377.36868686869 1437.15151515152 1383.19191919192 1513.62626262626 1500.69191919192 1535.11111111111 1533.85353535354 1570.56565656566 1533.17676767677 1466.19191919192 1321.32323232323 1425.83838383838 1411.27777777778 1434.31818181818 1486.06060606061 1601.60606060606 1585.57575757576 1914.61111111111 1266.5 1399.61111111111 -9.40015879949495 1433.10606060606 1475.36868686869 1492.59595959596 -9.6801304540404 1280.89393939394 1608.54545454545 1376.21717171717 0.832846302473838 1593.20202020202
